cnt,pos,speed,DTorque,STorque,Force,,,,
28277,61.9459,-94.4416,197,0,88,34.375,0,4611,923
28278,62.1351,-94.7246,198,0,89,34.765625,0,4612,923
28279,62.3247,-94.9558,198,0,89,34.765625,0,4613,923
28280,62.5145,-95.1688,198,0,89,34.765625,0,4614,923
28281,62.7048,-95.1232,199,0,89,34.765625,0,4615,924
28282,62.8958,-95.8869,198,0,89,34.765625,0,4616,924
28283,63.0876,-95.9509,200,0,90,35.15625,0,4617,924
28284,63.2794,-96.1608,200,0,90,35.15625,0,4618,924
28285,63.4718,-96.2186,202,0,90,35.15625,0,4619,924
28286,63.6642,-96.1213,200,0,90,35.15625,0,4620,925
28287,63.8566,-96.2886,200,0,90,35.15625,0,4621,925
28288,64.049,-96.1,201,0,90,35.15625,0,4622,925
28289,64.2411,-95.9356,203,0,91,35.546875,0,4623,925
28290,64.4328,-95.6405,201,0,90,35.15625,0,4624,925
28291,64.624,-95.9113,200,0,90,35.15625,0,4625,926
28292,65.007,-95.7439,202,0,90,35.15625,0,4626,926
28293,65.1986,-95.893,203,0,91,35.546875,0,4627,926
28294,65.3904,-96.2338,201,0,90,35.15625,0,4628,926
28295,65.583,-96.3799,203,0,91,35.546875,0,4629,926
28296,65.8722,-96.5899,203,0,91,35.546875,0,4630,927
28297,66.0655,-96.5503,204,0,91,35.546875,0,4631,927
28298,66.2587,-96.5686,203,0,91,35.546875,0,4632,927
28299,66.3553,-96.8455,203,0,91,35.546875,0,4633,927
28300,66.549,-96.6264,205,0,92,35.9375,0,4634,927
28301,66.8388,-96.7146,205,0,92,35.9375,0,4635,928
28302,67.0316,-96.0056,205,0,92,35.9375,0,4636,928
28303,67.2239,-96.313,203,0,91,35.546875,0,4637,928
28304,67.3203,-96.2764,205,0,92,35.9375,0,4638,928
28305,67.513,-96.4195,205,0,92,35.9375,0,4639,928
28306,67.8024,-96.4864,206,0,92,35.9375,0,4640,929
28307,67.8986,-96.4103,204,0,91,35.546875,0,4641,929
28308,68.0917,-96.7968,206,0,92,35.9375,0,4642,929
28309,68.2854,-96.9793,206,0,92,35.9375,0,4643,929
28310,68.4794,-97.1558,206,0,92,35.9375,0,4644,929
28311,68.6735,-96.8576,208,0,93,36.328125,0,4645,930
28312,68.8672,-97.0037,205,0,92,35.9375,0,4646,930
28313,69.0613,-97.028,207,0,93,36.328125,0,4647,930
28314,69.2552,-96.9398,207,0,93,36.328125,0,4648,930
28315,69.3521,-96.9641,208,0,93,36.328125,0,4649,930
28316,69.5456,-96.4225,206,0,92,35.9375,0,4650,931
28317,69.7385,-96.4834,206,0,92,35.9375,0,4651,931
28318,69.9316,-96.4681,208,0,93,36.328125,0,4652,931
28319,70.1246,-96.7785,208,0,93,36.328125,0,4653,931
28320,70.3179,-96.5777,209,0,94,36.71875,0,4654,931
28321,70.4145,-96.5625,206,0,92,35.9375,0,4655,932
28322,70.8013,-96.6964,208,0,93,36.328125,0,4656,932
28323,70.9948,-96.7116,209,0,94,36.71875,0,4657,932
28324,71.1882,-96.526,209,0,94,36.71875,0,4658,932
28325,71.381,-96.456,206,0,92,35.9375,0,4659,932
28326,71.5739,-96.2734,209,0,94,36.71875,0,4660,933
28327,71.8621,-95.7774,208,0,93,36.328125,0,4661,933
28328,72.0534,-95.4944,209,0,94,36.71875,0,4662,933
28329,72.1488,-95.1901,205,0,92,35.9375,0,4663,933
28330,72.3392,-95.1567,206,0,92,35.9375,0,4664,933
28331,72.5295,-94.9284,207,0,93,36.328125,0,4665,934
28332,72.7197,-95.4549,206,0,92,35.9375,0,4666,934
28333,72.9103,-95.2723,207,0,93,36.328125,0,4667,934
28334,73.101,-95.397,205,0,92,35.9375,0,4668,934
28335,73.1966,-95.8352,206,0,92,35.9375,0,4669,934
28336,73.3883,-95.6405,207,0,93,36.328125,0,4670,935
28337,73.6757,-95.7713,207,0,93,36.328125,0,4671,935
28338,73.8674,-95.9143,207,0,93,36.328125,0,4672,935
28339,73.9633,-96.0665,206,0,92,35.9375,0,4673,935
28340,74.1553,-95.7409,208,0,93,36.328125,0,4674,935
28341,74.3464,-95.6131,207,0,93,36.328125,0,4675,936
28342,74.5376,-95.4549,208,0,93,36.328125,0,4676,936
28343,74.728,-95.1141,207,0,93,36.328125,0,4677,936
28344,74.9184,-95.4853,205,0,92,35.9375,0,4678,936
28345,75.1092,-95.2906,207,0,93,36.328125,0,4679,936
28346,75.2043,-95.1719,207,0,93,36.328125,0,4680,937
28347,75.4897,-95.0958,206,0,92,35.9375,0,4681,937
28348,75.7755,-95.5157,205,0,92,35.9375,0,4682,937
28349,75.9664,-95.5127,207,0,93,36.328125,0,4683,937
28350,76.1573,-95.3727,207,0,93,36.328125,0,4684,937
28351,76.2527,-95.0106,208,0,93,36.328125,0,4685,938
28352,76.633,-95.4336,207,0,93,36.328125,0,4686,938
28353,76.8235,-95.038,207,0,93,36.328125,0,4687,938
28354,76.9185,-94.7702,207,0,93,36.328125,0,4688,938
28355,77.1082,-94.5755,207,0,93,36.328125,0,4689,938
28356,77.3914,-94.326,204,0,91,35.546875,0,4690,939
28357,77.5804,-94.6181,206,0,92,35.9375,0,4691,939
28358,77.7694,-94.3594,206,0,92,35.9375,0,4692,939
28359,77.8639,-94.4964,206,0,92,35.9375,0,4693,939
28360,78.1476,-94.4994,204,0,91,35.546875,0,4694,939
28361,78.3368,-94.7611,206,0,92,35.9375,0,4695,940
28362,78.6214,-94.8676,205,0,92,35.9375,0,4696,940
28363,78.8113,-94.7367,206,0,92,35.9375,0,4697,940
28364,81.9454,-95.8078,206,0,92,35.9375,0,4698,940
28365,82.3278,-95.2145,207,0,93,36.328125,0,4699,940
28366,82.5185,-95.5553,204,0,91,35.546875,0,4700,941
28367,82.7098,-95.4031,207,0,93,36.328125,0,4701,941
28368,82.9006,-95.391,206,0,92,35.9375,0,4702,941
28369,83.1871,-95.5583,206,0,92,35.9375,0,4703,941
28370,83.3783,-95.8961,206,0,92,35.9375,0,4704,941
28371,83.57,-95.9143,207,0,93,36.328125,0,4705,942
28372,83.7617,-95.8322,206,0,92,35.9375,0,4706,942
28373,83.9533,-95.5127,206,0,92,35.9375,0,4707,942
28374,84.2397,-95.6313,204,0,91,35.546875,0,4708,942
28375,84.4309,-95.6344,207,0,93,36.328125,0,4709,942
28376,84.5261,-95.2084,205,0,92,35.9375,0,4710,943
28377,84.7164,-94.9284,206,0,92,35.9375,0,4711,943
28378,84.9059,-94.4142,203,0,91,35.546875,0,4712,943
28379,85.189,-94.3868,204,0,91,35.546875,0,4713,943
28380,85.3783,-94.6515,204,0,91,35.546875,0,4714,943
28381,85.4729,-94.755,204,0,91,35.546875,0,4715,944
28382,85.852,-94.8341,202,0,90,35.15625,0,4716,944
28383,86.1372,-95.3514,204,0,91,35.546875,0,4717,944
28384,86.3279,-95.6679,205,0,92,35.9375,0,4718,944
28385,86.5189,-95.3149,204,0,91,35.546875,0,4719,944
28386,86.805,-95.4792,202,0,90,35.15625,0,4720,945
28387,86.9958,-95.1475,204,0,91,35.546875,0,4721,945
28388,87.3761,-94.9376,204,0,91,35.546875,0,4722,945
28389,87.471,-94.6637,201,0,90,35.15625,0,4723,945
28390,87.7554,-94.9771,203,0,91,35.546875,0,4724,945
28391,88.0401,-94.8341,203,0,91,35.546875,0,4725,946
28392,88.1352,-95.0654,204,0,91,35.546875,0,4726,946
28393,88.3255,-95.4427,202,0,90,35.15625,0,4727,946
28394,88.5166,-95.7379,203,0,91,35.546875,0,4728,946
28395,88.8037,-95.9539,203,0,91,35.546875,0,4729,946
28396,88.9956,-96.0026,204,0,91,35.546875,0,4730,947
28397,89.1873,-95.9326,202,0,90,35.15625,0,4731,947
28398,89.4755,-96.0726,204,0,91,35.546875,0,4732,947
28399,89.6675,-95.9569,203,0,91,35.546875,0,4733,947
28400,89.9549,-95.4549,205,0,92,35.9375,0,4734,947
28401,90.0503,-95.7439,201,0,90,35.15625,0,4735,948
28402,90.3379,-95.9661,203,0,91,35.546875,0,4736,948
28403,90.4335,-95.674,203,0,91,35.546875,0,4737,948
28404,90.7208,-95.7683,204,0,91,35.546875,0,4738,948
28405,90.9125,-95.9113,202,0,90,35.15625,0,4739,948
28406,91.0085,-96.1578,202,0,90,35.15625,0,4740,949
28407,91.2009,-96.2338,204,0,91,35.546875,0,4741,949
28408,91.297,-96.2917,203,0,91,35.546875,0,4742,949
28409,91.4897,-96.3951,204,0,91,35.546875,0,4743,949
28410,91.7785,-96.4225,202,0,90,35.15625,0,4744,949
28411,91.9715,-96.6477,203,0,91,35.546875,0,4745,950
28412,92.2614,-96.8363,204,0,91,35.546875,0,4746,950
28413,92.4549,-96.5016,204,0,91,35.546875,0,4747,950
28414,92.7448,-97.0585,202,0,90,35.15625,0,4748,950
28415,92.9391,-97.2897,205,0,92,35.9375,0,4749,950
28416,93.134,-97.7827,206,0,92,35.9375,0,4750,951
28417,93.3296,-97.804,206,0,92,35.9375,0,4751,951
28418,93.5255,-98.4247,204,0,91,35.546875,0,4752,951
28419,93.7226,-98.8294,207,0,93,36.328125,0,4753,951
28420,94.0196,-99.3315,208,0,93,36.328125,0,4754,951
28421,94.2181,-99.2159,209,0,94,36.71875,0,4755,952
28422,94.4167,-99.3254,207,0,93,36.328125,0,4756,952
28423,94.5162,-99.5293,209,0,94,36.71875,0,4757,952
28424,94.8147,-99.4623,209,0,94,36.71875,0,4758,952
28425,94.9142,-99.4106,209,0,94,36.71875,0,4759,952
28426,95.1128,-99.155,209,0,94,36.71875,0,4760,953
28427,95.212,-99.3071,208,0,93,36.328125,0,4761,953
28428,95.4107,-99.3315,210,0,94,36.71875,0,4762,953
28429,95.7091,-99.8183,210,0,94,36.71875,0,4763,953
28430,95.9087,-99.9248,210,0,94,36.71875,0,4764,953
28431,96.1087,-100.436,210,0,94,36.71875,0,4765,954
28432,96.4103,-100.643,212,0,95,37.109375,0,4766,954
28433,96.6118,-100.914,214,0,96,37.5,0,4767,954
28434,96.9144,-100.978,212,0,95,37.109375,0,4768,954
28435,97.1165,-101.06,213,0,95,37.109375,0,4769,954
28436,97.2174,-100.725,214,0,96,37.5,0,4770,955
28437,97.4188,-100.667,214,0,96,37.5,0,4771,955
28438,97.6199,-100.317,214,0,96,37.5,0,4772,955
28439,97.8205,-100.424,212,0,95,37.109375,0,4773,955
28440,98.0213,-100.36,214,0,96,37.5,0,4774,955
28441,98.1215,-100.257,214,0,96,37.5,0,4775,956
28442,98.523,-100.433,212,0,95,37.109375,0,4776,956
28443,98.8251,-100.902,214,0,96,37.5,0,4777,956
28444,99.0268,-100.893,215,0,96,37.5,0,4778,956
28445,99.2287,-100.959,216,0,97,37.890625,0,4779,956
28446,99.5316,-101.066,214,0,96,37.5,0,4780,957
28447,99.7342,-101.029,217,0,97,37.890625,0,4781,957
28448,99.9361,-100.914,217,0,97,37.890625,0,4782,957
28449,100.138,-100.704,218,0,98,38.28125,0,4783,957
28450,100.339,-100.771,215,0,96,37.5,0,4784,957
28451,100.541,-101.063,217,0,97,37.890625,0,4785,958
28452,100.845,-101.276,217,0,97,37.890625,0,4786,958
28453,100.946,-101.239,218,0,98,38.28125,0,4787,958
28454,101.149,-101.644,216,0,97,37.890625,0,4788,958
28455,101.352,-102.094,218,0,98,38.28125,0,4789,958
28456,101.556,-102.027,219,0,98,38.28125,0,4790,959
28457,101.76,-101.891,220,0,99,38.671875,0,4791,959
28458,101.964,-101.957,218,0,98,38.28125,0,4792,959
28459,102.168,-102.143,219,0,98,38.28125,0,4793,959
28460,102.372,-102.006,221,0,99,38.671875,0,4794,959
28461,102.576,-101.754,222,0,99,38.671875,0,4795,960
28462,102.881,-101.617,219,0,98,38.28125,0,4796,960
28463,103.085,-101.684,222,0,99,38.671875,0,4797,960
28464,103.288,-102.091,222,0,99,38.671875,0,4798,960
28465,103.492,-102.052,223,0,100,39.0625,0,4799,960
28466,103.799,-102.393,220,0,99,38.671875,0,4800,961
28467,104.004,-102.38,224,0,100,39.0625,0,4801,961
28468,104.209,-102.569,223,0,100,39.0625,0,4802,961
28469,104.312,-102.666,224,0,100,39.0625,0,4803,961
28470,104.517,-102.636,224,0,100,39.0625,0,4804,961
28471,104.722,-102.517,225,0,101,39.453125,0,4805,962
28472,105.132,-102.134,226,0,101,39.453125,0,4806,962
28473,105.438,-102.207,223,0,100,39.0625,0,4807,962
28474,105.643,-101.903,226,0,101,39.453125,0,4808,962
28475,105.949,-101.924,227,0,102,39.84375,0,4809,962
28476,106.254,-102.098,225,0,101,39.453125,0,4810,963
28477,106.459,-102.198,227,0,102,39.84375,0,4811,963
28478,106.765,-102.18,227,0,102,39.84375,0,4812,963
28479,106.969,-102.122,228,0,102,39.84375,0,4813,963
28480,107.174,-102.134,225,0,101,39.453125,0,4814,963
28481,107.276,-102.326,229,0,103,40.234375,0,4815,964
28482,107.582,-101.948,229,0,103,40.234375,0,4816,964
28483,107.786,-101.392,229,0,103,40.234375,0,4817,964
28484,108.091,-101.62,228,0,102,39.84375,0,4818,964
28485,108.294,-101.398,231,0,103,40.234375,0,4819,964
28486,108.497,-101.519,231,0,103,40.234375,0,4820,965
28487,108.598,-101.519,232,0,104,40.625,0,4821,965
28488,108.801,-101.726,231,0,103,40.234375,0,4822,965
28489,109.107,-101.784,235,0,105,41.015625,0,4823,965
28490,109.31,-101.681,234,0,105,41.015625,0,4824,965
28491,109.412,-101.477,236,0,106,41.40625,0,4825,966
28492,109.716,-101.2,235,0,105,41.015625,0,4826,966
28493,109.918,-100.823,238,0,107,41.796875,0,4827,966
28494,110.12,-100.266,237,0,106,41.40625,0,4828,966
28495,110.22,-99.9979,239,0,107,41.796875,0,4829,966
28496,110.419,-99.2006,237,0,106,41.40625,0,4830,967
28497,110.618,-99.1854,238,0,107,41.796875,0,4831,967
28498,110.915,-98.802,240,0,108,42.1875,0,4832,967
28499,111.112,-98.5464,241,0,108,42.1875,0,4833,967
28500,111.309,-98.3213,240,0,108,42.1875,0,4834,967
28501,111.506,-98.4582,241,0,108,42.1875,0,4835,968
28502,111.899,-98.0626,245,0,110,42.96875,0,4836,968
28503,112.193,-97.378,245,0,110,42.96875,0,4837,968
28504,112.485,-96.7085,248,0,111,43.359375,0,4838,968
28505,112.87,-95.3697,251,0,112,43.75,0,4839,968
28506,113.06,-94.9011,249,0,112,43.75,0,4840,969
28507,113.155,-94.9132,250,0,112,43.75,0,4841,969
28508,113.345,-94.0308,252,0,113,44.140625,0,4842,969
28509,113.533,-93.9152,252,0,113,44.140625,0,4843,969
28510,113.721,-93.8452,254,0,114,44.53125,0,4844,969
28511,113.907,-93.2366,253,0,113,44.140625,0,4845,970
28512,114.094,-92.9202,257,0,115,44.921875,0,4846,970
28513,114.279,-92.4455,257,0,115,44.921875,0,4847,970
28514,114.464,-91.919,260,0,117,45.703125,0,4848,970
28515,114.739,-91.064,259,0,116,45.3125,0,4849,970
28516,114.921,-90.7719,262,0,117,45.703125,0,4850,971
28517,115.102,-89.9047,263,0,118,46.09375,0,4851,971
28518,115.281,-89.2018,264,0,118,46.09375,0,4852,971
28519,115.547,-88.0759,265,0,119,46.484375,0,4853,971
28520,115.723,-87.8812,264,0,118,46.09375,0,4854,971
28521,115.811,-87.1935,268,0,120,46.875,0,4855,972
28522,116.072,-86.5332,268,0,120,46.875,0,4856,972
28523,116.158,-86.0463,270,0,121,47.265625,0,4857,972
28524,116.415,-85.3343,270,0,121,47.265625,0,4858,972
28525,116.586,-84.5431,273,0,122,47.65625,0,4859,972
28526,116.839,-83.5177,275,0,123,48.046875,0,4860,973
28527,117.006,-83.189,275,0,123,48.046875,0,4861,973
28528,117.088,-82.0662,278,0,125,48.828125,0,4862,973
28529,117.252,-81.0925,276,0,124,48.4375,0,4863,973
28530,117.494,-80.0245,278,0,125,48.828125,0,4864,973
28531,117.653,-78.6247,281,0,126,49.21875,0,4865,974
28532,117.964,-76.8629,282,0,126,49.21875,0,4866,974
28533,118.19,-74.669,281,0,126,49.21875,0,4867,974
28534,118.339,-74.0057,282,0,126,49.21875,0,4868,974
28535,118.413,-73.321,285,0,128,50,0,4869,974
28536,118.559,-72.5786,285,0,128,50,0,4870,975
28537,118.775,-71.8604,287,0,129,50.390625,0,4871,975
28538,118.918,-70.3207,288,0,129,50.390625,0,4872,975
28539,119.058,-70.2021,287,0,129,50.390625,0,4873,975
28540,119.198,-69.7426,290,0,130,50.78125,0,4874,975
28541,119.337,-69.2162,293,0,131,51.171875,0,4875,976
28542,119.543,-68.0538,295,0,132,51.5625,0,4876,976
28543,119.679,-66.6663,299,0,134,52.34375,0,4877,976
28544,119.877,-65.1022,298,0,134,52.34375,0,4878,976
28545,120.007,-64.518,300,0,135,52.734375,0,4879,976
28546,120.136,-62.2906,304,0,136,53.125,0,4880,977
28547,120.323,-61.3078,305,0,137,53.515625,0,4881,977
28548,120.445,-60.1849,306,0,137,53.515625,0,4882,977
28549,120.565,-59.1747,308,0,138,53.90625,0,4883,977
28550,120.68,-57.3733,307,0,138,53.90625,0,4884,977
28551,120.794,-56.5365,307,0,138,53.90625,0,4885,978
28552,120.85,-55.6206,309,0,139,54.296875,0,4886,978
28553,120.961,-54.4187,312,0,140,54.6875,0,4887,978
28554,121.122,-52.8455,312,0,140,54.6875,0,4888,978
28555,121.228,-52.3556,315,0,141,55.078125,0,4889,978
28556,121.383,-50.5451,317,0,142,55.46875,0,4890,979
28557,121.484,-49.4467,318,0,143,55.859375,0,4891,979
28558,121.582,-48.8624,318,0,143,55.859375,0,4892,979
28559,121.68,-48.3938,320,0,144,56.25,0,4893,979
28560,121.823,-46.6077,325,0,146,57.03125,0,4894,979
28561,121.916,-45.3297,328,0,147,57.421875,0,4895,980
28562,122.095,-43.6652,332,0,149,58.203125,0,4896,980
28563,122.224,-41.6021,334,0,150,58.59375,0,4897,980
28564,122.346,-39.9864,335,0,150,58.59375,0,4898,980
28565,122.385,-38.6901,335,0,150,58.59375,0,4899,980
28566,122.463,-37.9781,337,0,151,58.984375,0,4900,981
28567,122.538,-37.0135,338,0,152,59.375,0,4901,981
28568,122.611,-35.6107,341,0,153,59.765625,0,4902,981
28569,122.682,-33.5994,344,0,154,60.15625,0,4903,981
28570,122.748,-31.6033,344,0,154,60.15625,0,4904,981
28571,122.81,-30.9156,344,0,154,60.15625,0,4905,982
28572,122.87,-29.0199,345,0,155,60.546875,0,4906,982
28573,122.927,-28.1283,346,0,155,60.546875,0,4907,982
28574,122.983,-26.8716,348,0,156,60.9375,0,4908,982
28575,123.036,-25.2832,349,0,157,61.328125,0,4909,982
28576,123.086,-23.4788,350,0,157,61.328125,0,4910,983
28577,123.109,-22.5751,350,0,157,61.328125,0,4911,983
28578,123.154,-20.9228,350,0,157,61.328125,0,4912,983
28579,123.195,-19.6782,350,0,157,61.328125,0,4913,983
28580,123.234,-18.7441,351,0,157,61.328125,0,4914,983
28581,123.271,-18.5311,352,0,158,61.71875,0,4915,984
28582,123.307,-17.6882,354,0,159,62.109375,0,4916,984
28583,123.343,-17.3078,357,0,160,62.5,0,4917,984
28584,123.394,-16.6871,359,0,161,62.890625,0,4918,984
28585,123.427,-16.0877,362,0,162,63.28125,0,4919,984
28586,123.459,-14.8614,364,0,163,63.671875,0,4920,985
28587,123.488,-13.5225,367,0,165,64.453125,0,4921,985
28588,123.514,-12.0102,369,0,166,64.84375,0,4922,985
28589,123.549,-10.005,370,0,166,64.84375,0,4923,985
28590,123.568,-8.5261,371,0,166,64.84375,0,4924,985
28591,123.585,-7.592,372,0,167,65.234375,0,4925,986
28592,123.612,-5.6628,375,0,168,65.625,0,4926,986
28593,123.622,-4.7773,376,0,169,66.015625,0,4927,986
28594,123.632,-4.114,377,0,169,66.015625,0,4928,986
28595,123.64,-3.8431,379,0,170,66.40625,0,4929,986
28596,123.646,-2.7264,380,0,171,66.796875,0,4930,987
28597,123.651,-1.8349,383,0,172,67.1875,0,4931,987
28598,123.657,-1.1289,385,0,173,67.578125,0,4932,987
28599,123.659,-0.4595,388,0,174,67.96875,0,4933,987
28600,123.659,0.1521,390,0,175,68.359375,0,4934,987
28601,123.659,0.3073,393,0,176,68.75,0,4935,988
28602,123.658,-0.0274,397,0,178,69.53125,0,4936,988
28603,123.658,-0.0183,399,0,179,69.921875,0,4937,988
28604,123.658,0.1156,402,0,180,70.3125,0,4938,988
28605,123.658,0.143,406,0,182,71.09375,0,4939,988
28606,123.658,0.1887,409,0,184,71.875,0,4940,989
28607,123.657,0.2191,414,0,186,72.65625,0,4941,989
28608,123.657,0.2495,418,0,188,73.4375,0,4942,989
28609,123.656,0.283,421,0,189,73.828125,0,4943,989
28610,123.655,0.3499,425,0,191,74.609375,0,4944,989
28611,123.655,0.3986,431,0,193,75.390625,0,4945,990
28612,123.654,0.4838,434,0,195,76.171875,0,4946,990
28613,123.652,0.5112,438,0,197,76.953125,0,4947,990
28614,123.652,0.5934,442,0,198,77.34375,0,4948,990
28615,123.651,0.6786,446,0,200,78.125,0,4949,990
28616,123.649,0.7942,449,0,202,78.90625,0,4950,991
28617,123.648,0.8642,451,0,202,78.90625,0,4951,991
28618,123.647,1.0833,455,0,204,79.6875,0,4952,991
28619,123.644,1.3115,457,0,205,80.078125,0,4953,991
28620,123.642,1.7071,461,0,207,80.859375,0,4954,991
28621,123.638,1.9292,464,0,208,81.25,0,4955,992
28622,123.631,2.6199,470,0,211,82.421875,0,4956,992
28623,123.628,3.2863,473,0,212,82.8125,0,4957,992
28624,123.621,3.9436,476,0,214,83.59375,0,4958,992
28625,123.607,5.5137,478,0,215,83.984375,0,4959,992
28626,123.596,6.5969,481,0,216,84.375,0,4960,993
28627,123.582,7.3637,483,0,217,84.765625,0,4961,993
28628,123.574,8.6083,484,0,217,84.765625,0,4962,993
28629,123.556,9.5516,486,0,218,85.15625,0,4963,993
28630,123.546,11.1004,487,0,219,85.546875,0,4964,993
28631,123.51,13.3643,489,0,220,85.9375,0,4965,994
28632,123.468,15.3026,491,0,220,85.9375,0,4966,994
28633,123.437,16.109,492,0,221,86.328125,0,4967,994
28634,123.404,16.4072,493,0,221,86.328125,0,4968,994
28635,123.371,16.9244,495,0,222,86.71875,0,4969,994
28636,123.354,17.2318,497,0,223,87.109375,0,4970,995
28637,123.319,17.4813,499,0,224,87.5,0,4971,995
28638,123.301,18.1933,500,0,225,87.890625,0,4972,995
28639,123.283,18.7776,502,0,225,87.890625,0,4973,995
28640,123.245,19.5018,503,0,226,88.28125,0,4974,995
28641,123.224,20.4542,504,0,226,88.28125,0,4975,996
28642,123.18,22.5385,505,0,227,88.671875,0,4976,996
28643,123.156,25.4323,505,0,227,88.671875,0,4977,996
28644,123.131,27.0237,505,0,227,88.671875,0,4978,996
28645,123.075,28.6212,504,0,226,88.28125,0,4979,996
28646,123.014,31.4572,504,0,226,88.28125,0,4980,997
28647,122.948,33.2616,503,0,226,88.28125,0,4981,997
28648,122.88,34.6583,501,0,225,87.890625,0,4982,997
28649,122.809,36.5814,500,0,225,87.890625,0,4983,997
28650,122.696,39.7156,499,0,224,87.5,0,4984,997
28651,122.616,41.2187,498,0,224,87.5,0,4985,998
28652,122.45,42.1285,499,0,224,87.5,0,4986,998
28653,122.278,46.136,500,0,225,87.890625,0,4987,998
28654,122.14,47.481,502,0,225,87.890625,0,4988,998
28655,121.996,48.9841,501,0,225,87.890625,0,4989,998
28656,121.799,50.9072,501,0,225,87.890625,0,4990,999
28657,121.697,51.3363,501,0,225,87.890625,0,4991,999
28658,121.543,51.6558,502,0,225,87.890625,0,4992,999
28659,121.439,53.2746,504,0,226,88.28125,0,4993,999
28660,121.331,54.9177,505,0,227,88.671875,0,4994,999
28661,121.276,55.505,506,0,227,88.671875,0,4995,1000
28662,121.108,56.7861,504,0,226,88.28125,0,4996,1000
28663,120.994,58.767,503,0,226,88.28125,0,4997,1000
28664,120.816,59.9993,504,0,226,88.28125,0,4998,1000
28665,120.755,60.6475,504,0,226,88.28125,0,4999,1000
28666,120.571,62.2937,502,0,225,87.890625,0,5000,1001
28667,120.442,65.7382,503,0,226,88.28125,0,5001,1001
28668,120.31,67.1227,500,0,225,87.890625,0,5002,1001
28669,120.175,69.2557,497,0,223,87.109375,0,5003,1001
28670,120.035,70.7407,497,0,223,87.109375,0,5004,1001
28671,119.823,70.9628,494,0,222,86.71875,0,5005,1002
28672,119.606,74.1213,495,0,222,86.71875,0,5006,1002
28673,119.457,74.6721,492,0,221,86.328125,0,5007,1002
28674,119.231,76.4521,491,0,220,85.9375,0,5008,1002
28675,119.078,76.726,491,0,220,85.9375,0,5009,1002
28676,118.847,77.5993,489,0,220,85.9375,0,5010,1003
28677,118.689,79.3064,491,0,220,85.9375,0,5011,1003
28678,118.609,80.1614,488,0,219,85.546875,0,5012,1003
28679,118.448,81.0043,486,0,218,85.15625,0,5013,1003
28680,118.366,82.6383,487,0,219,85.546875,0,5014,1003
28681,118.2,83.6394,484,0,217,84.765625,0,5015,1004
28682,117.86,87.4795,482,0,216,84.375,0,5016,1004
28683,117.685,89.1592,477,0,214,83.59375,0,5017,1004
28684,117.415,91.1279,477,0,214,83.59375,0,5018,1004
28685,117.232,91.4444,473,0,212,82.8125,0,5019,1004
28686,117.047,93.1484,472,0,212,82.8125,0,5020,1005
28687,116.953,93.8026,472,0,212,82.8125,0,5021,1005
28688,116.765,94.9893,468,0,210,82.03125,0,5022,1005
28689,116.574,95.5309,468,0,210,82.03125,0,5023,1005
28690,116.287,96.958,463,0,208,81.25,0,5024,1005
28691,116.093,97.4084,462,0,207,80.859375,0,5025,1006
28692,115.799,98.9116,461,0,207,80.859375,0,5026,1006
28693,115.601,99.3497,459,0,206,80.46875,0,5027,1006
28694,115.301,101.468,458,0,206,80.46875,0,5028,1006
28695,115.098,102.298,453,0,203,79.296875,0,5029,1006
28696,114.79,102.737,453,0,203,79.296875,0,5030,1007
28697,114.584,103.257,450,0,202,78.90625,0,5031,1007
28698,114.275,102.959,449,0,202,78.90625,0,5032,1007
28699,114.069,102.962,449,0,202,78.90625,0,5033,1007
28700,113.966,102.657,449,0,202,78.90625,0,5034,1007
28701,113.864,101.872,448,0,201,78.515625,0,5035,1008
28702,113.66,102.134,449,0,202,78.90625,0,5036,1008
28703,113.456,101.833,449,0,202,78.90625,0,5037,1008
28704,113.252,102.253,449,0,202,78.90625,0,5038,1008
28705,113.048,101.982,448,0,201,78.515625,0,5039,1008
28706,112.843,103.193,450,0,202,78.90625,0,5040,1009
28707,112.636,103.759,447,0,201,78.515625,0,5041,1009
28708,112.428,104.568,447,0,201,78.515625,0,5042,1009
28709,112.219,104.574,444,0,199,77.734375,0,5043,1009
28710,111.904,105.335,445,0,200,78.125,0,5044,1009
28711,111.693,105.728,442,0,198,77.34375,0,5045,1010
28712,111.271,105.782,438,0,197,76.953125,0,5046,1010
28713,110.846,106.908,437,0,196,76.5625,0,5047,1010
28714,110.632,107.505,436,0,196,76.5625,0,5048,1010
28715,110.308,109.075,433,0,194,75.78125,0,5049,1010
28716,109.98,110.532,430,0,193,75.390625,0,5050,1011
28717,109.758,111.001,427,0,192,75,0,5051,1011
28718,109.425,112.069,424,0,190,74.21875,0,5052,1011
28719,109.313,112.166,422,0,189,73.828125,0,5053,1011
28720,108.976,112.62,419,0,188,73.4375,0,5054,1011
28721,108.751,112.62,415,0,186,72.65625,0,5055,1012
28722,108.412,113.456,416,0,187,73.046875,0,5056,1012
28723,108.184,114.439,412,0,185,72.265625,0,5057,1012
28724,107.956,114.604,411,0,184,71.875,0,5058,1012
28725,107.726,115.976,408,0,183,71.484375,0,5059,1012
28726,107.493,116.396,405,0,182,71.09375,0,5060,1013
28727,107.377,117.427,403,0,181,70.703125,0,5061,1013
28728,107.141,117.674,401,0,180,70.3125,0,5062,1013
28729,107.024,117.917,397,0,178,69.53125,0,5063,1013
