cnt,pos,speed,DTorque,STorque,Force,,,,
2252,11.9539,-0.0061,6,0,2,0.78125,38.28125,424,85
2253,11.9539,-0.0122,6,0,2,0.78125,38.28125,425,86
2254,11.9539,0.0061,6,0,2,0.78125,38.671875,426,86
2255,11.9539,0.003,6,0,2,0.78125,38.671875,427,86
2256,11.9539,0,6,0,2,0.78125,38.671875,428,86
2257,11.9539,0.0122,6,0,2,0.78125,38.671875,429,86
2258,11.9539,-0.0091,6,0,2,0.78125,38.671875,430,87
2259,11.9539,-0.003,6,0,2,0.78125,39.0625,431,87
2260,11.9539,0,6,0,2,0.78125,39.0625,432,87
2261,11.9539,0.0091,6,0,2,0.78125,38.671875,433,87
2262,11.9539,-0.0061,6,0,2,0.78125,39.0625,434,87
2263,11.9539,-0.003,6,0,2,0.78125,38.671875,435,88
2264,11.9539,0.003,6,0,2,0.78125,38.671875,436,88
2265,11.9539,0.003,6,0,2,0.78125,38.671875,437,88
2266,11.9539,0,6,0,2,0.78125,38.671875,438,88
2267,11.9539,-0.0061,6,0,2,0.78125,38.671875,439,88
2268,11.9539,-0.003,6,0,2,0.78125,38.671875,440,89
2269,11.9539,0,6,0,2,0.78125,39.0625,441,89
2270,11.9539,0.0152,6,0,2,0.78125,38.671875,442,89
2271,11.9539,-0.0152,6,0,2,0.78125,39.0625,443,89
2272,11.954,-0.0091,6,0,2,0.78125,38.671875,444,89
2273,11.954,0.0091,6,0,2,0.78125,38.671875,445,90
2274,11.954,-0.003,6,0,2,0.78125,39.0625,446,90
2275,11.954,-0.0061,6,0,2,0.78125,39.0625,447,90
2276,11.954,0,6,0,2,0.78125,38.671875,448,90
2277,11.954,0.003,6,0,2,0.78125,39.0625,449,90
2278,11.954,-0.0091,6,0,2,0.78125,39.0625,450,91
2279,11.954,0,6,0,2,0.78125,39.0625,451,91
2280,11.954,-0.0061,6,0,2,0.78125,38.671875,452,91
2281,11.954,0.003,6,0,2,0.78125,39.0625,453,91
2282,11.954,0.0061,6,0,2,0.78125,39.453125,454,91
2283,11.954,-0.003,6,0,2,0.78125,39.453125,455,92
2284,11.954,-0.0091,6,0,2,0.78125,39.453125,456,92
2285,11.954,0.0061,6,0,2,0.78125,39.0625,457,92
2286,11.954,0.0061,6,0,2,0.78125,39.453125,458,92
2287,11.954,-0.0122,6,0,2,0.78125,39.453125,459,92
2288,11.954,0,6,0,2,0.78125,39.453125,460,93
2289,11.954,0.003,6,0,2,0.78125,39.0625,461,93
2290,11.954,0.0091,6,0,2,0.78125,39.453125,462,93
2291,11.954,0.003,6,0,2,0.78125,39.453125,463,93
2292,11.954,-0.0152,6,0,2,0.78125,39.453125,464,93
2293,11.954,-0.0061,6,0,2,0.78125,39.453125,465,94
2294,11.954,-0.003,6,0,2,0.78125,39.453125,466,94
2295,11.954,0.003,6,0,2,0.78125,39.84375,467,94
2296,11.954,0.0061,6,0,2,0.78125,39.84375,468,94
2297,11.954,-0.0091,6,0,2,0.78125,39.453125,469,94
2298,11.9541,-0.0061,6,0,2,0.78125,39.84375,470,95
2299,11.9541,0.003,6,0,2,0.78125,39.453125,471,95
2300,11.9541,0.0091,6,0,2,0.78125,39.84375,472,95
2301,11.9541,-0.003,6,0,2,0.78125,39.0625,473,95
2302,11.9541,-0.0091,6,0,2,0.78125,39.0625,474,95
2303,11.9541,-0.0152,6,0,2,0.78125,39.0625,475,96
2304,11.9541,-0.003,6,0,2,0.78125,39.0625,476,96
2305,11.9541,-0.0061,6,0,2,0.78125,39.0625,477,96
2306,11.9541,0.003,6,0,2,0.78125,38.671875,478,96
2307,11.9541,-0.003,6,0,2,0.78125,39.0625,479,96
2308,11.9541,-0.003,6,0,2,0.78125,39.0625,480,97
2309,11.9541,-0.0122,6,0,2,0.78125,39.453125,481,97
2310,11.9541,-0.003,6,0,2,0.78125,38.671875,482,97
2311,11.9541,0,6,0,2,0.78125,39.453125,483,97
2312,11.9541,0.003,6,0,2,0.78125,39.453125,484,97
2313,11.9541,0,6,0,2,0.78125,39.0625,485,98
2314,11.9541,0.003,6,0,2,0.78125,39.0625,486,98
2315,11.9541,-0.003,6,0,2,0.78125,39.453125,487,98
2316,11.9541,-0.0213,6,0,2,0.78125,39.453125,488,98
2317,11.9542,-0.0091,6,0,2,0.78125,39.0625,489,98
2318,11.9542,-0.0122,6,0,2,0.78125,38.671875,490,99
2319,11.9542,0,6,0,2,0.78125,39.0625,491,99
2320,11.9542,0.0091,6,0,2,0.78125,39.453125,492,99
2321,11.9542,-0.003,6,0,2,0.78125,39.453125,493,99
2322,11.9542,-0.0122,6,0,2,0.78125,39.453125,494,99
2323,11.9542,-0.0061,6,0,2,0.78125,39.0625,495,100
2324,11.9542,0,6,0,2,0.78125,39.453125,496,100
2325,11.9542,-0.0061,6,0,2,0.78125,39.453125,497,100
2326,11.9542,-0.0091,6,0,2,0.78125,39.84375,498,100
2327,11.9542,-0.003,6,0,2,0.78125,39.453125,499,100
2328,11.9542,-0.0091,6,0,2,0.78125,39.453125,500,101
2329,11.9542,-0.003,6,0,2,0.78125,39.84375,501,101
2330,11.9542,-0.003,6,0,2,0.78125,39.453125,502,101
2331,11.9542,-0.003,6,0,2,0.78125,39.453125,503,101
2332,11.9542,0.003,6,0,2,0.78125,39.84375,504,101
2333,11.9542,-0.003,6,0,2,0.78125,39.84375,505,102
2334,11.9543,-0.0213,6,0,2,0.78125,39.84375,506,102
2335,11.9543,-0.0152,6,0,2,0.78125,40.234375,507,102
2336,11.9543,0,6,0,2,0.78125,40.234375,508,102
2337,11.9543,0.0061,6,0,2,0.78125,40.234375,509,102
2338,11.9543,-0.0091,6,0,2,0.78125,40.234375,510,103
2339,11.9543,-0.0122,6,0,2,0.78125,39.84375,511,103
2340,11.9543,-0.0122,6,0,2,0.78125,39.84375,512,103
2341,11.9543,-0.0091,6,0,2,0.78125,39.84375,513,103
2342,11.9543,-0.003,6,0,2,0.78125,40.234375,514,103
2343,11.9544,-0.003,6,0,2,0.78125,39.84375,515,104
2344,11.9544,-0.0061,6,0,2,0.78125,40.234375,516,104
2345,11.9544,-0.003,6,0,2,0.78125,40.234375,517,104
2346,11.9544,-0.0152,6,0,2,0.78125,40.625,518,104
2347,11.9544,0.003,6,0,2,0.78125,40.234375,519,104
2348,11.9544,-0.0061,6,0,2,0.78125,40.234375,520,105
2349,11.9544,-0.0061,6,0,2,0.78125,40.625,521,105
2350,11.9544,-0.0091,6,0,2,0.78125,40.625,522,105
2351,11.9544,-0.0091,6,0,2,0.78125,41.015625,523,105
2352,11.9544,0,6,0,2,0.78125,40.625,524,105
2353,11.9544,0,6,0,2,0.78125,40.625,525,106
2354,11.9544,-0.0061,6,0,2,0.78125,41.015625,526,106
2355,11.9544,-0.0122,6,0,2,0.78125,41.40625,527,106
2356,11.9545,-0.0152,6,0,2,0.78125,41.015625,528,106
2357,11.9545,-0.0122,6,0,2,0.78125,41.40625,529,106
2358,11.9545,-0.0061,6,0,2,0.78125,41.40625,530,107
2359,11.9545,-0.0061,6,0,2,0.78125,41.40625,531,107
2360,11.9545,-0.003,6,0,2,0.78125,41.796875,532,107
2361,11.9545,-0.003,6,0,2,0.78125,42.1875,533,107
2362,11.9545,-0.003,6,0,2,0.78125,42.1875,534,107
2363,11.9545,0.0061,6,0,2,0.78125,42.1875,535,108
2364,11.9545,0,6,0,2,0.78125,42.1875,536,108
2365,11.9545,-0.0061,6,0,2,0.78125,42.578125,537,108
2366,11.9545,-0.0061,6,0,2,0.78125,42.96875,538,108
2367,11.9545,-0.0091,6,0,2,0.78125,42.96875,539,108
2368,11.9546,-0.003,6,0,2,0.78125,43.359375,540,109
2369,11.9546,0,6,0,2,0.78125,43.75,541,109
2370,11.9546,0.003,6,0,2,0.78125,44.140625,542,109
2371,11.9546,-0.0091,6,0,2,0.78125,43.75,543,109
2372,11.9546,-0.0091,6,0,2,0.78125,44.53125,544,109
2373,11.9546,-0.0122,6,0,2,0.78125,44.921875,545,110
2374,11.9546,-0.003,6,0,2,0.78125,44.921875,546,110
2375,11.9546,-0.0061,5,0,2,0.78125,44.53125,547,110
2376,11.9546,0,5,0,2,0.78125,45.3125,548,110
2377,11.9546,-0.0122,5,0,2,0.78125,45.3125,549,110
2378,11.9546,-0.0091,5,0,2,0.78125,45.703125,550,111
2379,11.9546,-0.0183,5,0,2,0.78125,45.703125,551,111
2380,11.9547,-0.0213,6,0,2,0.78125,45.703125,552,111
2381,11.9547,-0.003,6,0,2,0.78125,46.09375,553,111
2382,11.9547,0.003,5,0,2,0.78125,46.09375,554,111
2383,11.9547,-0.003,6,0,2,0.78125,46.484375,555,112
2384,11.9547,0.0061,6,0,2,0.78125,46.484375,556,112
2385,11.9547,0,5,0,2,0.78125,46.875,557,112
2386,11.9547,-0.0091,6,0,2,0.78125,46.875,558,112
2387,11.9547,-0.0091,5,0,2,0.78125,47.265625,559,112
2388,11.9547,0,6,0,2,0.78125,46.875,560,113
2389,11.9547,0.0091,5,0,2,0.78125,46.875,561,113
2390,11.9547,-0.0183,5,0,2,0.78125,47.265625,562,113
2391,11.9548,-0.0122,5,0,2,0.78125,47.265625,563,113
2392,11.9548,-0.0183,5,0,2,0.78125,47.265625,564,113
2393,11.9548,-0.0183,5,0,2,0.78125,47.265625,565,114
2394,11.9549,-0.0152,6,0,2,0.78125,48.046875,566,114
2395,11.9549,-0.0091,5,0,2,0.78125,48.046875,567,114
2396,11.9549,0,5,0,2,0.78125,48.4375,568,114
2397,11.9549,-0.0061,5,0,2,0.78125,48.828125,569,114
2398,11.9549,-0.0122,6,0,2,0.78125,49.21875,570,115
2399,11.9549,-0.0122,6,0,2,0.78125,49.21875,571,115
2400,11.9549,-0.0122,6,0,2,0.78125,49.21875,572,115
2401,11.9549,0,5,0,2,0.78125,49.21875,573,115
2402,11.9549,-0.0122,5,0,2,0.78125,50,574,115
2403,11.9549,-0.0152,6,0,2,0.78125,50,575,116
2404,11.955,-0.0213,6,0,2,0.78125,50.390625,576,116
2405,11.955,-0.003,6,0,2,0.78125,50.390625,577,116
2406,11.955,-0.0122,6,0,2,0.78125,50.78125,578,116
2407,11.955,-0.0122,6,0,2,0.78125,51.171875,579,116
2408,11.955,-0.0061,6,0,2,0.78125,51.171875,580,117
2409,11.955,-0.0091,6,0,2,0.78125,51.953125,581,117
2410,11.955,0,6,0,2,0.78125,51.5625,582,117
2411,11.955,-0.0122,5,0,2,0.78125,52.34375,583,117
2412,11.9551,-0.0183,5,0,2,0.78125,52.34375,584,117
2413,11.9551,-0.0274,5,0,2,0.78125,52.34375,585,118
2414,11.9551,-0.0183,5,0,2,0.78125,52.734375,586,118
2415,11.9551,-0.0122,5,0,2,0.78125,52.734375,587,118
2416,11.9552,-0.0061,5,0,2,0.78125,52.34375,588,118
2417,11.9552,-0.0152,5,0,2,0.78125,52.734375,589,118
2418,11.9552,-0.0091,5,0,2,0.78125,53.125,590,119
2419,11.9552,-0.0061,5,0,2,0.78125,53.125,591,119
2420,11.9552,0.003,6,0,2,0.78125,53.515625,592,119
2421,11.9552,0,5,0,2,0.78125,53.90625,593,119
2422,11.9552,-0.0152,5,0,2,0.78125,53.90625,594,119
2423,11.9552,0.003,5,0,2,0.78125,54.296875,595,120
2424,11.9552,-0.003,5,0,2,0.78125,54.6875,596,120
2425,11.9552,0,5,0,2,0.78125,55.46875,597,120
2426,11.9552,-0.0122,5,0,2,0.78125,56.25,598,120
2427,11.9553,-0.0061,5,0,2,0.78125,56.640625,599,120
2428,11.9553,-0.0091,5,0,2,0.78125,56.640625,600,121
2429,11.9553,-0.0061,5,0,2,0.78125,57.03125,601,121
2430,11.9553,0.003,5,0,2,0.78125,57.8125,602,121
2431,11.9553,-0.003,6,0,2,0.78125,57.8125,603,121
2432,11.9553,0.0061,5,0,2,0.78125,58.203125,604,121
2433,11.9553,-0.0152,5,0,2,0.78125,58.59375,605,122
2434,11.9553,-0.0183,6,0,2,0.78125,58.59375,606,122
2435,11.9554,-0.0091,5,0,2,0.78125,58.203125,607,122
2436,11.9554,-0.0061,6,0,2,0.78125,58.59375,608,122
2437,11.9554,0.003,5,0,2,0.78125,58.984375,609,122
2438,11.9554,0,5,0,2,0.78125,59.375,610,123
2439,11.9554,-0.0213,5,0,2,0.78125,59.765625,611,123
2440,11.9555,-0.0213,5,0,2,0.78125,59.765625,612,123
2441,11.9555,-0.0091,5,0,2,0.78125,60.15625,613,123
2442,11.9555,-0.0152,5,0,2,0.78125,60.546875,614,123
2443,11.9555,-0.0152,5,0,2,0.78125,60.9375,615,124
2444,11.9555,-0.0152,5,0,2,0.78125,60.9375,616,124
2445,11.9556,-0.0091,5,0,2,0.78125,61.328125,617,124
2446,11.9556,-0.0183,5,0,2,0.78125,62.5,618,124
2447,11.9556,-0.0091,5,0,2,0.78125,63.28125,619,124
2448,11.9556,-0.0091,5,0,2,0.78125,63.28125,620,125
2449,11.9556,-0.0183,5,0,2,0.78125,63.671875,621,125
2450,11.9556,-0.0091,5,0,2,0.78125,64.0625,622,125
2451,11.9556,-0.003,5,0,2,0.78125,64.84375,623,125
2452,11.9556,-0.0122,5,0,2,0.78125,64.84375,624,125
2453,11.9557,-0.0152,5,0,2,0.78125,65.234375,625,126
2454,11.9557,-0.0152,5,0,2,0.78125,65.234375,626,126
2455,11.9557,-0.0091,5,0,2,0.78125,65.625,627,126
2456,11.9557,-0.0061,5,0,2,0.78125,66.015625,628,126
2457,11.9557,-0.003,5,0,2,0.78125,66.796875,629,126
2458,11.9557,-0.0122,5,0,2,0.78125,67.1875,630,127
2459,11.9558,-0.0122,5,0,2,0.78125,67.1875,631,127
2460,11.9558,-0.0122,5,0,2,0.78125,67.1875,632,127
2461,11.9558,-0.0183,5,0,2,0.78125,67.578125,633,127
2462,11.9558,-0.0061,5,0,2,0.78125,67.578125,634,127
2463,11.9558,-0.0061,5,0,2,0.78125,67.96875,635,128
2464,11.9558,-0.0061,5,0,2,0.78125,68.359375,636,128
2465,11.9558,-0.0152,5,0,2,0.78125,68.75,637,128
2466,11.9559,-0.0152,5,0,2,0.78125,69.140625,638,128
2467,11.9559,-0.0213,5,0,2,0.78125,69.53125,639,128
2468,11.9559,-0.0183,5,0,2,0.78125,69.53125,640,129
2469,11.9559,-0.0122,5,0,2,0.78125,69.921875,641,129
2470,11.956,0.003,6,0,2,0.78125,69.921875,642,129
2471,11.9559,-0.0091,5,0,2,0.78125,69.921875,643,129
2472,11.956,-0.0243,5,0,2,0.78125,69.921875,644,129
2473,11.956,-0.0122,5,0,2,0.78125,69.921875,645,130
2474,11.956,-0.003,5,0,2,0.78125,69.921875,646,130
2475,11.956,-0.0061,5,0,2,0.78125,69.921875,647,130
2476,11.9561,-0.0122,5,0,2,0.78125,70.3125,648,130
2477,11.9561,-0.0091,5,0,2,0.78125,70.3125,649,130
2478,11.9561,-0.0152,5,0,2,0.78125,70.3125,650,131
2479,11.9561,-0.0091,5,0,2,0.78125,70.3125,651,131
2480,11.9562,-0.0152,5,0,2,0.78125,70.703125,652,131
2481,11.9562,-0.0091,5,0,2,0.78125,71.09375,653,131
2482,11.9562,-0.0152,5,0,2,0.78125,71.484375,654,131
2483,11.9562,-0.0152,5,0,2,0.78125,71.875,655,132
2484,11.9563,-0.0183,5,0,2,0.78125,72.265625,656,132
2485,11.9563,-0.0091,5,0,2,0.78125,72.65625,657,132
2486,11.9563,-0.0091,5,0,2,0.78125,73.828125,658,132
2487,11.9563,-0.0122,5,0,2,0.78125,74.21875,659,132
2488,11.9563,-0.0152,5,0,2,0.78125,74.609375,660,133
2489,11.9563,0,5,0,2,0.78125,75.390625,661,133
2490,11.9563,-0.0091,5,0,2,0.78125,76.5625,662,133
2491,11.9564,-0.0183,5,0,2,0.78125,76.953125,663,133
2492,11.9564,-0.0122,5,0,2,0.78125,77.34375,664,133
2493,11.9564,-0.0183,5,0,2,0.78125,77.734375,665,134
2494,11.9564,-0.0152,5,0,2,0.78125,78.515625,666,134
2495,11.9564,-0.0213,5,0,2,0.78125,78.90625,667,134
2496,11.9565,-0.0304,5,0,2,0.78125,79.6875,668,134
2497,11.9565,-0.0243,5,0,2,0.78125,80.859375,669,134
2498,11.9565,-0.0304,5,0,2,0.78125,80.859375,670,135
2499,11.9566,-0.0122,5,0,2,0.78125,81.640625,671,135
2500,11.9566,-0.0061,5,0,2,0.78125,82.03125,672,135
2501,11.9566,-0.0183,5,0,2,0.78125,82.8125,673,135
2502,11.9566,-0.0183,5,0,2,0.78125,82.8125,674,135
2503,11.9566,-0.0213,5,0,2,0.78125,83.59375,675,136
2504,11.9567,-0.0152,5,0,2,0.78125,83.984375,676,136
2505,11.9567,-0.0152,5,0,2,0.78125,84.375,677,136
2506,11.9567,-0.0091,5,0,2,0.78125,84.765625,678,136
2507,11.9567,-0.0122,5,0,2,0.78125,85.546875,679,136
2508,11.9567,-0.0061,5,0,2,0.78125,85.9375,680,137
2509,11.9567,-0.0122,5,0,2,0.78125,86.328125,681,137
2510,11.9567,-0.0213,5,0,2,0.78125,87.109375,682,137
2511,11.9568,-0.0213,5,0,2,0.78125,87.109375,683,137
2512,11.9568,-0.0243,5,0,2,0.78125,87.890625,684,137
2513,11.9568,-0.0183,5,0,2,0.78125,88.28125,685,138
2514,11.9568,-0.0183,5,0,2,0.78125,89.453125,686,138
2515,11.9569,-0.0091,5,0,2,0.78125,89.84375,687,138
2516,11.9569,-0.0183,5,0,2,0.78125,91.40625,688,138
2517,11.9569,-0.0122,5,0,2,0.78125,92.578125,689,138
2518,11.9569,-0.0213,5,0,2,0.78125,92.96875,690,139
2519,11.957,-0.0304,5,0,2,0.78125,93.359375,691,139
2520,11.957,-0.0365,5,0,2,0.78125,94.140625,692,139
2521,11.9571,-0.0243,5,0,2,0.78125,94.921875,693,139
2522,11.9571,-0.0274,5,0,2,0.78125,95.703125,694,139
2523,11.9571,-0.0274,5,0,2,0.78125,96.09375,695,140
2524,11.9572,-0.0243,5,0,2,0.78125,96.09375,696,140
2525,11.9572,-0.0304,5,0,2,0.78125,96.484375,697,140
2526,11.9573,-0.0396,5,0,2,0.78125,96.484375,698,140
2527,11.9573,-0.0396,5,0,2,0.78125,96.484375,699,140
2528,11.9574,-0.0396,5,0,2,0.78125,96.484375,700,141
2529,11.9575,-0.0396,5,0,2,0.78125,96.484375,701,141
2530,11.9575,-0.0335,5,0,2,0.78125,96.484375,702,141
2531,11.9576,-0.0243,5,0,2,0.78125,96.875,703,141
2532,11.9576,-0.0456,5,0,2,0.78125,97.265625,704,141
2533,11.9577,-0.0335,5,0,2,0.78125,97.65625,705,142
2534,11.9577,-0.0426,5,0,2,0.78125,98.046875,706,142
2535,11.9578,-0.0304,5,0,2,0.78125,98.046875,707,142
2536,11.9578,-0.0396,5,0,2,0.78125,98.046875,708,142
2537,11.9579,-0.0456,5,0,2,0.78125,98.046875,709,142
2538,11.9579,-0.0335,5,0,2,0.78125,97.65625,710,143
2539,11.958,-0.0335,5,0,2,0.78125,98.046875,711,143
2540,11.958,-0.0365,5,0,2,0.78125,98.4375,712,143
2541,11.9581,-0.0365,5,0,2,0.78125,98.828125,713,143
2542,11.9582,-0.0426,5,0,2,0.78125,99.21875,714,143
2543,11.9582,-0.0426,5,0,2,0.78125,99.609375,715,144
2544,11.9583,-0.0426,5,0,2,0.78125,99.609375,716,144
2545,11.9583,-0.0365,5,0,2,0.78125,98.828125,717,144
2546,11.9584,-0.0335,5,0,2,0.78125,98.828125,718,144
2547,11.9584,-0.0426,5,0,2,0.78125,98.4375,719,144
2548,11.9585,-0.0456,5,0,2,0.78125,98.4375,720,145
2549,11.9586,-0.0365,5,0,2,0.78125,98.4375,721,145
2550,11.9586,-0.0335,5,0,2,0.78125,98.046875,722,145
2551,11.9587,-0.0243,5,0,2,0.78125,97.265625,723,145
2552,11.9588,-0.0304,5,0,2,0.78125,96.484375,724,145
2553,11.9588,-0.0335,5,0,2,0.78125,96.09375,725,146
2554,11.9589,-0.0335,5,0,2,0.78125,95.703125,726,146
2555,11.9589,-0.0304,5,0,2,0.78125,94.921875,727,146
2556,11.959,-0.0396,5,0,2,0.78125,95.3125,728,146
2557,11.959,-0.0426,5,0,2,0.78125,94.53125,729,146
2558,11.9591,-0.0426,5,0,2,0.78125,89.84375,730,147
2559,11.9592,-0.0426,5,0,2,0.78125,89.84375,731,147
2560,11.9592,-0.0365,5,0,2,0.78125,89.84375,732,147
2561,11.9593,-0.0396,5,0,2,0.78125,89.84375,733,147
2562,11.9593,-0.0487,5,0,2,0.78125,89.453125,734,147
2563,11.9594,-0.0487,5,0,2,0.78125,89.453125,735,148
2564,11.9594,-0.0487,5,0,2,0.78125,89.453125,736,148
2565,11.9595,-0.0456,5,0,2,0.78125,89.453125,737,148
2566,11.9596,-0.0517,5,0,2,0.78125,88.671875,738,148
2567,11.9596,-0.0456,5,0,2,0.78125,88.28125,739,148
2568,11.9597,-0.0578,5,0,2,0.78125,88.28125,740,149
2569,11.9598,-0.0517,5,0,2,0.78125,88.28125,741,149
2570,11.9598,-0.0548,5,0,2,0.78125,87.5,742,149
2571,11.9599,-0.0517,5,0,2,0.78125,87.890625,743,149
2572,11.96,-0.0548,5,0,2,0.78125,87.890625,744,149
2573,11.96,-0.0578,5,0,2,0.78125,88.28125,745,150
2574,11.9601,-0.0517,5,0,2,0.78125,87.890625,746,150
2575,11.9602,-0.0548,5,0,2,0.78125,88.28125,747,150
2576,11.9603,-0.0548,5,0,2,0.78125,88.28125,748,150
2577,11.9604,-0.0548,5,0,2,0.78125,87.890625,749,150
2578,11.9605,-0.0548,5,0,2,0.78125,87.109375,750,151
2579,11.9605,-0.0609,5,0,2,0.78125,87.5,751,151
2580,11.9607,-0.0669,5,0,2,0.78125,87.109375,752,151
2581,11.9608,-0.0822,5,0,2,0.78125,87.109375,753,151
2582,11.9609,-0.0852,5,0,2,0.78125,87.890625,754,151
2583,11.961,-0.0791,5,0,2,0.78125,87.5,755,152
2584,11.9612,-0.0761,5,0,2,0.78125,87.890625,756,152
2585,11.9613,-0.0852,5,0,2,0.78125,87.109375,757,152
2586,11.9614,-0.0761,5,0,2,0.78125,87.890625,758,152
2587,11.9615,-0.0761,5,0,2,0.78125,86.71875,759,152
2588,11.9617,-0.073,5,0,2,0.78125,87.109375,760,153
2589,11.9617,-0.073,5,0,2,0.78125,86.328125,761,153
2590,11.9618,-0.0791,5,0,2,0.78125,85.9375,762,153
2591,11.962,-0.0761,5,0,2,0.78125,85.9375,763,153
2592,11.962,-0.0852,5,0,2,0.78125,85.9375,764,153
2593,11.9622,-0.0822,5,0,2,0.78125,85.9375,765,154
2594,11.9623,-0.0882,5,0,2,0.78125,85.9375,766,154
2595,11.9624,-0.0882,5,0,2,0.78125,85.9375,767,154
2596,11.9626,-0.0974,5,0,2,0.78125,85.546875,768,154
2597,11.9627,-0.0974,5,0,2,0.78125,85.546875,769,154
2598,11.9628,-0.0974,5,0,2,0.78125,84.765625,770,155
2599,11.9629,-0.0974,5,0,2,0.78125,84.375,771,155
2600,11.963,-0.0913,5,0,2,0.78125,84.375,772,155
2601,11.963,-0.0943,5,0,2,0.78125,83.59375,773,155
2602,11.9632,-0.0974,5,0,2,0.78125,83.984375,774,155
2603,11.9633,-0.1035,5,0,2,0.78125,83.59375,775,156
2604,11.9635,-0.1065,5,0,2,0.78125,83.984375,776,156
2605,11.9637,-0.1217,5,0,2,0.78125,83.984375,777,156
2606,11.9638,-0.1278,5,0,2,0.78125,83.59375,778,156
2607,11.964,-0.1278,5,0,2,0.78125,83.984375,779,156
2608,11.9642,-0.1217,5,0,2,0.78125,83.59375,780,157
2609,11.9643,-0.1308,5,0,2,0.78125,83.203125,781,157
2610,11.9646,-0.1308,5,0,2,0.78125,83.984375,782,157
2611,11.9647,-0.1339,5,0,2,0.78125,83.59375,783,157
2612,11.965,-0.1369,5,0,2,0.78125,83.59375,784,157
2613,11.9651,-0.1461,5,0,2,0.78125,83.59375,785,158
2614,11.9652,-0.143,5,0,2,0.78125,83.984375,786,158
2615,11.9655,-0.1369,5,0,2,0.78125,83.984375,787,158
2616,11.9657,-0.1491,5,0,2,0.78125,83.984375,788,158
2617,11.966,-0.1582,5,0,2,0.78125,83.984375,789,158
2618,11.9661,-0.1582,5,0,2,0.78125,83.59375,790,159
2619,11.9663,-0.1643,5,0,2,0.78125,83.984375,791,159
2620,11.9665,-0.1734,5,0,2,0.78125,83.59375,792,159
2621,11.9668,-0.1704,5,0,2,0.78125,83.203125,793,159
2622,11.967,-0.1765,5,0,2,0.78125,83.203125,794,159
2623,11.9672,-0.1856,5,0,2,0.78125,83.203125,795,160
2624,11.9674,-0.1947,5,0,2,0.78125,82.8125,796,160
2625,11.9678,-0.2008,5,0,2,0.78125,82.8125,797,160
2626,11.968,-0.2039,5,0,2,0.78125,83.203125,798,160
2627,11.9684,-0.21,5,0,2,0.78125,83.203125,799,160
2628,11.9686,-0.213,5,0,2,0.78125,82.8125,800,161
2629,11.9688,-0.2282,5,0,2,0.78125,82.8125,801,161
2630,11.9691,-0.2526,5,0,2,0.78125,82.8125,802,161
2631,11.9693,-0.2434,5,0,2,0.78125,83.203125,803,161
2632,11.9698,-0.2647,5,0,2,0.78125,82.421875,804,161
2633,11.9701,-0.286,5,0,2,0.78125,82.421875,805,162
2634,11.9707,-0.3073,5,0,2,0.78125,82.03125,806,162
2635,11.971,-0.3073,5,0,2,0.78125,82.03125,807,162
2636,11.9713,-0.3225,5,0,2,0.78125,82.03125,808,162
2637,11.9716,-0.3347,5,0,2,0.78125,82.421875,809,162
2638,11.972,-0.3469,6,0,2,0.78125,82.421875,810,163
2639,11.9727,-0.3591,5,0,2,0.78125,82.8125,811,163
2640,11.973,-0.3804,5,0,2,0.78125,83.203125,812,163
2641,11.9734,-0.4017,5,0,2,0.78125,83.203125,813,163
2642,11.9742,-0.426,5,0,2,0.78125,83.984375,814,163
2643,11.9747,-0.4443,5,0,2,0.78125,83.59375,815,164
2644,11.9756,-0.4777,5,0,2,0.78125,83.984375,816,164
2645,11.9761,-0.5112,6,0,2,0.78125,83.59375,817,164
2646,11.9766,-0.5508,6,0,2,0.78125,83.59375,818,164
2647,11.9772,-0.5812,6,0,2,0.78125,83.984375,819,164
2648,11.9783,-0.5964,6,0,2,0.78125,84.375,820,165
2649,11.979,-0.6664,6,0,2,0.78125,84.375,821,165
2650,11.9803,-0.6907,6,0,2,0.78125,85.15625,822,165
2651,11.9811,-0.7455,6,0,2,0.78125,85.546875,823,165
2652,11.9818,-0.779,6,0,2,0.78125,85.9375,824,165
2653,11.9834,-0.8368,6,0,2,0.78125,85.9375,825,166
2654,11.9851,-0.8763,6,0,2,0.78125,85.9375,826,166
2655,11.987,-0.9889,6,0,2,0.78125,86.328125,827,166
2656,11.988,-1.0833,7,0,3,1.171875,85.9375,828,166
2657,11.9902,-1.1137,7,0,3,1.171875,86.328125,829,166
2658,11.9914,-1.1989,7,0,3,1.171875,85.9375,830,167
2659,11.9938,-1.205,7,0,3,1.171875,85.9375,831,167
2660,11.995,-1.351,7,0,3,1.171875,86.328125,832,167
2661,11.9978,-1.4088,8,0,3,1.171875,86.328125,833,167
2662,11.9993,-1.4849,8,0,3,1.171875,85.9375,834,167
2663,12.0023,-1.6827,8,0,3,1.171875,86.328125,835,168
2664,12.0058,-1.7892,8,0,3,1.171875,86.328125,836,168
2665,12.0094,-1.8105,8,0,3,1.171875,86.328125,837,168
2666,12.0112,-1.8714,8,0,3,1.171875,86.71875,838,168
2667,12.0132,-1.9627,9,0,4,1.5625,87.109375,839,168
2668,12.0152,-2.0326,9,0,4,1.5625,87.5,840,169
2669,12.0192,-2.0083,9,0,4,1.5625,86.71875,841,169
2670,12.0213,-2.1118,10,0,4,1.5625,86.71875,842,169
2671,12.0255,-2.13,9,0,4,1.5625,87.109375,843,169
